name_x,club_x,profile_image,year,market_value,name_y,club_y,nat,position,dob,age,height,weight,wage,last trans. fee,value,agg,jum,pun,vis,l th,lon,otb,tck,tec,tea,cmp,fre,ref,pos,pen,pas,fla,ant,cro,mar,ldr,cor,cnt,det,dec,hea,fir,com,acc,pac,aer,str,thr,han,ecc,dri,bal,kic,sta,agi,wor,bra,cmd,fin,1v1,tro,centerback,fullback,goalkeeper,midfielder,striker,winger,division_rating,nat_rating,club_rating,either_left,either_right,left,right,RUS_names
,,,,,Dmitry Khomich,Khimki,RUS, GK                                  , 4/10/1984 (35 years old)  ,35.0,190.0,89.0,16750.0,0.0,66000.0,11.0,13.0,11.0,11.0,3.0,3.0,2.0,1.0,5.0,9.0,10.0,7.0,12.0,11.0,10.0,12.0,3.0,10.0,2.0,3.0,12.0,2.0,10.0,12.0,11.0,3.0,9.0,12.0,8.0,10.0,12.0,16.0,14.0,10.0,8.0,3.0,11.0,12.0,9.0,8.0,9.0,12.0,10.0,3.0,11.0,11.0,0,0,1,0,0,0,79.8,1497.63,1336.0,0,0,0,1,Dmitriy Khomich
,,,,,Dmitry Yatchenko,Akron,RUS," D (RL), WB (R)                      ", 25/8/1986 (33 years old)  ,33.0,172.0,68.0,26000.0,0.0,65000.0,11.0,8.0,2.0,8.0,12.0,10.0,10.0,12.0,9.0,13.0,11.0,10.0,1.0,9.0,14.0,11.0,8.0,10.0,12.0,10.0,10.0,12.0,14.0,13.0,9.0,12.0,11.0,2.0,12.0,14.0,1.0,7.0,1.0,1.0,3.0,8.0,12.0,3.0,14.0,14.0,13.0,13.0,2.0,9.0,3.0,3.0,0,1,0,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Dmitriy Yatchenko
,,,,,Evgeny Shlyakov,UTA Arad,RUS," D (RL), WB (L)                      ", 30/8/1991 (28 years old)  ,28.0,183.0,73.0,5500.0,0.0,64000.0,15.0,11.0,1.0,8.0,7.0,8.0,9.0,12.0,9.0,13.0,12.0,6.0,2.0,11.0,13.0,9.0,8.0,10.0,8.0,11.0,7.0,6.0,11.0,14.0,11.0,11.0,9.0,2.0,12.0,12.0,2.0,9.0,3.0,2.0,1.0,10.0,11.0,3.0,13.0,12.0,14.0,14.0,3.0,8.0,1.0,2.0,0,1,0,0,0,0,73.4,1497.63,1156.0,0,0,0,1,Evgeniy Shlyakov
,,,,,Dmitry Bogaev,Other,RUS," D (RL), WB (R), AM (RL)             ", 24/1/1994 (26 years old)  ,26.0,174.0,68.0,6250.0,0.0,63000.0,15.0,6.0,1.0,8.0,8.0,8.0,9.0,9.0,9.0,11.0,8.0,6.0,2.0,10.0,3.0,9.0,15.0,11.0,8.0,8.0,9.0,4.0,9.0,8.0,13.0,8.0,9.0,3.0,10.0,13.0,2.0,6.0,2.0,1.0,1.0,9.0,11.0,4.0,8.0,11.0,10.0,9.0,1.0,6.0,2.0,2.0,0,1,0,0,0,0,40.8,1497.63,1156.0,0,0,0,1,Dmitriy Bogaev
,,,,,Marat Shaimordanov,Other,RUS," M (RL), AM (R)                      ", 14/4/1992 (28 years old)  ,28.0,180.0,76.0,4000.0,0.0,63000.0,6.0,8.0,1.0,9.0,6.0,5.0,10.0,2.0,6.0,8.0,6.0,6.0,3.0,6.0,12.0,11.0,9.0,10.0,10.0,3.0,7.0,8.0,7.0,19.0,8.0,3.0,8.0,3.0,13.0,13.0,1.0,7.0,3.0,3.0,2.0,13.0,7.0,3.0,12.0,13.0,12.0,9.0,1.0,8.0,2.0,2.0,0,0,0,0,0,1,40.8,1497.63,1156.0,0,0,0,1,Marat Shaimordanov
,,,,,Evgeny Kozlov,Other,RUS," AM (R), ST (C)                      ", 4/2/1995 (25 years old)   ,25.0,173.0,67.0,1400.0,0.0,63000.0,11.0,6.0,1.0,5.0,4.0,6.0,8.0,4.0,11.0,7.0,8.0,5.0,1.0,6.0,3.0,11.0,14.0,7.0,8.0,4.0,12.0,6.0,7.0,9.0,12.0,8.0,13.0,2.0,13.0,13.0,1.0,5.0,3.0,2.0,2.0,9.0,7.0,3.0,9.0,13.0,8.0,5.0,3.0,5.0,2.0,3.0,0,0,0,0,0,1,40.8,1497.63,1156.0,0,0,1,0,Evgeniy Kozlov
,,,,,Georgy Makhatadze,Rostov,RUS," DM, M (C)                           ", 26/3/1998 (22 years old)  ,22.0,180.0,69.0,10750.0,0.0,63000.0,13.0,9.0,3.0,8.0,8.0,13.0,6.0,13.0,8.0,12.0,8.0,13.0,3.0,12.0,13.0,11.0,11.0,9.0,4.0,8.0,11.0,5.0,9.0,5.0,10.0,7.0,11.0,1.0,10.0,11.0,3.0,7.0,1.0,3.0,3.0,4.0,10.0,3.0,12.0,10.0,12.0,11.0,1.0,10.0,1.0,1.0,0,0,0,1,0,0,79.8,1497.63,1440.0,0,1,0,0,Georgiy Makhatadze
,,,,,Andrey Mendel',Volgar,RUS," DM, M (C)                           ", 17/4/1995 (25 years old)  ,25.0,186.0,78.0,2800.0,0.0,63000.0,17.0,11.0,3.0,12.0,8.0,9.0,9.0,9.0,11.0,13.0,8.0,10.0,2.0,10.0,4.0,9.0,5.0,9.0,9.0,10.0,11.0,10.0,9.0,5.0,11.0,8.0,11.0,1.0,12.0,12.0,2.0,12.0,1.0,2.0,1.0,7.0,11.0,1.0,12.0,11.0,13.0,10.0,3.0,6.0,1.0,3.0,0,0,0,1,0,0,64.8,1497.63,1156.0,0,0,0,1,Andrey Mendel'
,,,,,Levon Bairamyan,Krasnodar-2,RUS," DM, M (C)                           ", 17/2/1998 (22 years old)  ,22.0,170.0,66.0,3200.0,0.0,62000.0,13.0,3.0,3.0,11.0,1.0,9.0,8.0,13.0,13.0,8.0,9.0,7.0,3.0,8.0,4.0,14.0,5.0,6.0,5.0,9.0,1.0,7.0,9.0,4.0,7.0,7.0,14.0,1.0,14.0,14.0,3.0,2.0,2.0,2.0,1.0,7.0,8.0,1.0,8.0,14.0,11.0,8.0,3.0,6.0,4.0,1.0,0,0,0,1,0,0,64.8,1497.63,1156.0,0,0,0,1,Levon Bairamyan
,,,,,Alexandr Sautin,Fakel,RUS, GK                                  , 30/1/1988 (32 years old)  ,32.0,195.0,86.0,3200.0,0.0,62000.0,9.0,17.0,12.0,9.0,3.0,2.0,9.0,1.0,8.0,9.0,12.0,4.0,13.0,11.0,1.0,9.0,10.0,10.0,2.0,1.0,13.0,3.0,12.0,12.0,12.0,9.0,7.0,10.0,7.0,12.0,14.0,15.0,10.0,12.0,5.0,1.0,12.0,10.0,10.0,9.0,10.0,10.0,9.0,3.0,8.0,7.0,0,0,1,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Aleksandr Sautin
,,,,,Vitaly Botnar',Torpedo Moscow,RUS, GK                                  , 19/5/2001 (19 years old)  ,19.0,189.0,85.0,3100.0,0.0,61000.0,8.0,15.0,12.0,9.0,2.0,3.0,1.0,3.0,5.0,10.0,12.0,7.0,12.0,14.0,1.0,8.0,2.0,10.0,1.0,3.0,6.0,3.0,11.0,3.0,11.0,2.0,5.0,12.0,7.0,5.0,12.0,14.0,13.0,8.0,14.0,1.0,13.0,8.0,12.0,13.0,9.0,12.0,9.0,1.0,12.0,8.0,0,0,1,0,0,0,64.8,1497.63,1370.0,0,0,1,0,Vitaliy Botnar'
,,,,,Alexey Kuznetsov,Dinamo Bryansk,RUS, GK                                  , 20/8/1996 (23 years old)  ,23.0,189.0,87.0,1800.0,0.0,61000.0,13.0,9.0,6.0,6.0,3.0,3.0,3.0,2.0,1.0,7.0,6.0,6.0,13.0,13.0,2.0,7.0,1.0,8.0,1.0,2.0,9.0,4.0,9.0,2.0,13.0,1.0,1.0,11.0,11.0,10.0,13.0,6.0,7.0,13.0,5.0,3.0,7.0,9.0,1.0,14.0,6.0,10.0,7.0,1.0,7.0,9.0,0,0,1,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Aleksey Kuznetsov
,,,,,Alexandr Radchenko,Dinamo Bryansk,RUS, ST (C)                              , 14/9/1993 (26 years old)  ,26.0,192.0,84.0,2500.0,0.0,61000.0,10.0,15.0,1.0,8.0,9.0,9.0,10.0,7.0,9.0,11.0,13.0,6.0,2.0,5.0,9.0,8.0,11.0,10.0,5.0,6.0,8.0,5.0,10.0,13.0,11.0,9.0,9.0,1.0,9.0,12.0,1.0,13.0,1.0,3.0,3.0,7.0,11.0,2.0,11.0,9.0,12.0,13.0,2.0,9.0,1.0,1.0,0,0,0,0,1,0,64.8,1497.63,1156.0,0,0,1,0,Aleksandr Radchenko
,,,,,Ilja Serikov,Other,RUS, D (LC)                              , 4/3/1995 (25 years old)   ,25.0,180.0,70.0,2500.0,0.0,60000.0,10.0,10.0,2.0,11.0,4.0,9.0,7.0,12.0,10.0,9.0,11.0,1.0,1.0,11.0,7.0,12.0,5.0,12.0,3.0,11.0,4.0,3.0,8.0,14.0,10.0,12.0,8.0,3.0,11.0,13.0,3.0,10.0,4.0,2.0,1.0,6.0,12.0,2.0,13.0,11.0,10.0,13.0,1.0,9.0,2.0,1.0,1,0,0,0,0,0,40.8,1497.63,1156.0,0,0,0,1,Ilya Serikov
,,,,,Igor Khaimanov,Dinamo Bryansk,RUS," D (C), DM                           ", 26/3/1994 (26 years old)  ,26.0,190.0,83.0,2500.0,0.0,58000.0,9.0,15.0,2.0,6.0,6.0,6.0,8.0,14.0,9.0,8.0,7.0,8.0,1.0,13.0,4.0,9.0,5.0,7.0,9.0,10.0,3.0,9.0,9.0,8.0,8.0,12.0,10.0,3.0,9.0,10.0,1.0,11.0,1.0,1.0,1.0,12.0,12.0,1.0,14.0,11.0,10.0,10.0,3.0,6.0,1.0,1.0,1,0,0,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Igor Khaimanov
Vladimir Romanenko,,https://img.a.transfermarkt.technology/portrait/small/51926-1610804828.png?lm=1,36,-,Vladimir Romanenko,Textilschik Ivanovo,RUS," D (L), M/AM (R)                     ", 30/9/1987 (32 years old)  ,32.0,170.0,70.0,6250.0,0.0,58000.0,12.0,6.0,1.0,8.0,12.0,7.0,10.0,11.0,11.0,14.0,13.0,5.0,3.0,10.0,12.0,9.0,11.0,13.0,10.0,7.0,12.0,5.0,9.0,15.0,12.0,9.0,9.0,1.0,11.0,11.0,3.0,8.0,3.0,3.0,3.0,10.0,11.0,3.0,10.0,10.0,14.0,12.0,1.0,8.0,2.0,3.0,0,1,0,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Vladimir Romanenko
,,,,,Alexey Rybin,Other,RUS, D/WB (R)                            , 26/1/1988 (32 years old)  ,32.0,174.0,67.0,20000.0,0.0,58000.0,13.0,7.0,3.0,9.0,8.0,10.0,11.0,11.0,10.0,15.0,14.0,12.0,3.0,11.0,10.0,11.0,10.0,13.0,11.0,11.0,16.0,8.0,13.0,16.0,12.0,10.0,11.0,1.0,12.0,12.0,3.0,8.0,3.0,3.0,2.0,10.0,12.0,1.0,13.0,13.0,14.0,13.0,2.0,7.0,2.0,2.0,0,1,0,0,0,0,40.8,1497.63,1156.0,0,0,0,1,Aleksey Rybin
,,,,,Alexandr Gagloev,Other,RUS," AM (L), ST (C)                      ", 13/12/1990 (29 years old) ,29.0,181.0,74.0,3600.0,0.0,57000.0,13.0,10.0,1.0,12.0,3.0,9.0,15.0,9.0,10.0,9.0,12.0,10.0,3.0,6.0,12.0,8.0,7.0,9.0,9.0,11.0,10.0,13.0,7.0,8.0,11.0,4.0,12.0,1.0,12.0,12.0,2.0,9.0,2.0,2.0,2.0,11.0,9.0,3.0,9.0,12.0,9.0,4.0,2.0,12.0,1.0,2.0,0,0,0,0,0,1,40.8,1497.63,1156.0,0,0,1,0,Aleksandr Gagloev
,,,,,Ilja Kamyshev,Khimki-M,RUS," D (R), DM, M (C)                    ", 13/7/1997 (23 years old)  ,23.0,180.0,73.0,3000.0,0.0,57000.0,9.0,8.0,1.0,5.0,9.0,8.0,9.0,11.0,9.0,9.0,9.0,8.0,1.0,9.0,10.0,8.0,5.0,10.0,4.0,9.0,1.0,6.0,9.0,16.0,15.0,7.0,9.0,1.0,10.0,11.0,1.0,8.0,3.0,2.0,2.0,8.0,9.0,3.0,11.0,10.0,8.0,9.0,3.0,9.0,2.0,3.0,0,1,0,0,0,0,40.8,1497.63,1156.0,0,0,0,1,Ilya Kamyshev
,,,,,Grigory Trufanov,SKA Khabarovsk,RUS," D (C), DM, M (C)                    ", 13/6/1997 (23 years old)  ,23.0,190.0,75.0,3200.0,0.0,54000.0,12.0,16.0,1.0,9.0,1.0,8.0,6.0,13.0,8.0,8.0,7.0,7.0,2.0,12.0,4.0,8.0,5.0,11.0,4.0,8.0,12.0,6.0,9.0,4.0,14.0,9.0,12.0,2.0,14.0,12.0,2.0,7.0,1.0,3.0,2.0,4.0,3.0,3.0,12.0,9.0,12.0,7.0,3.0,5.0,2.0,2.0,1,0,0,0,0,0,64.8,1497.63,1268.0,0,0,0,1,Grigoriy Trufanov
,,,,,Vasily Cherov,Fakel,RUS, D (R)                               , 13/1/1996 (24 years old)  ,24.0,185.0,85.0,2600.0,0.0,52000.0,9.0,11.0,2.0,9.0,13.0,8.0,9.0,9.0,8.0,12.0,11.0,10.0,3.0,10.0,3.0,11.0,9.0,11.0,13.0,10.0,13.0,10.0,10.0,5.0,7.0,10.0,10.0,2.0,9.0,11.0,1.0,13.0,1.0,3.0,3.0,10.0,13.0,1.0,13.0,8.0,12.0,12.0,2.0,13.0,1.0,3.0,0,1,0,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Vasiliy Cherov
,,,,,Pavel Yevseev,Tom,RUS, D (LC)                              , 28/11/1990 (29 years old) ,29.0,188.0,76.0,2900.0,0.0,52000.0,12.0,11.0,1.0,8.0,10.0,4.0,11.0,12.0,8.0,9.0,11.0,4.0,2.0,11.0,8.0,12.0,5.0,12.0,9.0,8.0,6.0,7.0,9.0,7.0,9.0,12.0,12.0,1.0,12.0,13.0,3.0,10.0,1.0,1.0,2.0,14.0,12.0,3.0,14.0,12.0,10.0,10.0,3.0,6.0,2.0,2.0,1,0,0,0,0,0,64.8,1497.63,1252.0,0,0,1,0,Pavel Yevseev
,,,,,Erving Botaka-Yoboma,Veles,RUS, D (RC)                              , 5/10/1998 (21 years old)  ,21.0,185.0,77.0,2500.0,0.0,51000.0,15.0,10.0,2.0,4.0,7.0,7.0,7.0,12.0,5.0,7.0,9.0,1.0,2.0,13.0,4.0,9.0,5.0,10.0,5.0,14.0,8.0,4.0,10.0,4.0,14.0,12.0,9.0,1.0,10.0,11.0,1.0,6.0,3.0,2.0,3.0,3.0,9.0,3.0,5.0,12.0,9.0,10.0,2.0,5.0,3.0,2.0,1,0,0,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Erving Botaka-Yoboma
Pavel Pogrebnyak,,https://img.a.transfermarkt.technology/portrait/small/15074-1554394636.png?lm=1,40,-,Pavel Pogrebnyak,Ural,RUS, ST (C)                              , 8/11/1983 (36 years old)  ,36.0,188.0,91.0,10750.0,0.0,49500.0,12.0,12.0,2.0,8.0,9.0,12.0,14.0,4.0,8.0,14.0,11.0,11.0,1.0,11.0,16.0,11.0,5.0,12.0,6.0,7.0,8.0,4.0,13.0,8.0,14.0,13.0,7.0,2.0,8.0,9.0,1.0,17.0,1.0,1.0,2.0,9.0,9.0,3.0,9.0,8.0,8.0,18.0,3.0,14.0,2.0,1.0,0,0,0,0,1,0,79.8,1497.63,1425.0,1,0,0,0,Pavel Pogrebnyak
,,,,,Vitaly Ustinov,Torpedo Zhodino,RUS," D (RL), WB (R)                      ", 3/5/1991 (29 years old)   ,29.0,180.0,78.0,4400.0,0.0,48000.0,12.0,10.0,1.0,12.0,12.0,12.0,10.0,12.0,10.0,12.0,12.0,8.0,1.0,10.0,10.0,12.0,10.0,12.0,13.0,10.0,8.0,8.0,11.0,12.0,12.0,10.0,10.0,2.0,12.0,13.0,3.0,13.0,3.0,3.0,1.0,10.0,12.0,2.0,14.0,12.0,14.0,13.0,2.0,7.0,3.0,1.0,0,1,0,0,0,0,68.6,1497.63,1386.0,0,0,0,1,Vitaliy Ustinov
,,,,,Georgy Bugulov,Other,RUS," D (C), DM                           ", 17/3/1993 (27 years old)  ,27.0,192.0,84.0,3500.0,0.0,47500.0,7.0,15.0,2.0,7.0,1.0,7.0,6.0,12.0,8.0,6.0,5.0,4.0,2.0,10.0,1.0,6.0,5.0,11.0,6.0,9.0,10.0,3.0,6.0,4.0,13.0,12.0,7.0,1.0,13.0,11.0,2.0,7.0,3.0,3.0,1.0,3.0,7.0,4.0,4.0,12.0,8.0,8.0,1.0,1.0,3.0,3.0,1,0,0,0,0,0,40.8,1497.63,1156.0,0,0,0,1,Georgiy Bugulov
,,,,,Ilja Kubyshkin,Other,RUS, DM                                  , 12/1/1996 (24 years old)  ,24.0,183.0,75.0,3600.0,0.0,47500.0,12.0,10.0,3.0,8.0,4.0,13.0,9.0,10.0,11.0,8.0,8.0,9.0,3.0,13.0,4.0,9.0,5.0,14.0,7.0,10.0,10.0,9.0,9.0,17.0,16.0,9.0,9.0,2.0,8.0,10.0,2.0,9.0,3.0,2.0,1.0,7.0,9.0,1.0,8.0,9.0,12.0,8.0,1.0,10.0,1.0,2.0,0,0,0,1,0,0,40.8,1497.63,1156.0,0,0,0,1,Ilya Kubyshkin
miya sports management,,,,,Maxim Votinov,Other,RUS, ST (C)                              , 29/8/1988 (31 years old)  ,31.0,190.0,83.0,1600.0,3300.0,47000.0,12.0,15.0,3.0,6.0,6.0,9.0,12.0,6.0,11.0,9.0,11.0,8.0,3.0,9.0,14.0,10.0,9.0,11.0,10.0,8.0,8.0,9.0,8.0,14.0,11.0,8.0,7.0,2.0,11.0,12.0,3.0,13.0,1.0,3.0,3.0,9.0,13.0,3.0,10.0,10.0,12.0,13.0,2.0,9.0,2.0,1.0,0,0,0,0,1,0,40.8,1497.63,1156.0,0,0,1,0,Maksim Votinov
,,,,,Alexandr Maslovskiy,Other,RUS, D (L)                               , 3/1/1992 (28 years old)   ,28.0,180.0,71.0,2400.0,0.0,46500.0,5.0,10.0,1.0,9.0,8.0,6.0,7.0,14.0,10.0,9.0,9.0,1.0,1.0,9.0,2.0,8.0,5.0,11.0,6.0,10.0,14.0,2.0,12.0,16.0,11.0,9.0,9.0,3.0,13.0,12.0,1.0,7.0,3.0,4.0,3.0,8.0,9.0,2.0,9.0,13.0,10.0,9.0,3.0,5.0,2.0,2.0,0,1,0,0,0,0,40.8,1497.63,1156.0,0,0,1,0,Aleksandr Maslovskiy
,,,,,Ilja Abaev,Chertanovo,RUS, GK                                  , 2/8/1981 (38 years old)   ,38.0,193.0,90.0,2400.0,0.0,46000.0,8.0,16.0,13.0,7.0,2.0,3.0,2.0,3.0,6.0,10.0,12.0,6.0,12.0,14.0,4.0,9.0,3.0,13.0,1.0,3.0,8.0,4.0,14.0,10.0,11.0,8.0,9.0,10.0,7.0,8.0,13.0,16.0,14.0,13.0,10.0,2.0,12.0,13.0,8.0,9.0,10.0,12.0,13.0,2.0,14.0,17.0,0,0,1,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Ilya Abaev
Deo Iuvante Sports Management,,,,,Maxim Kiselev,Textilschik Ivanovo,RUS, GK                                  , 30/1/1995 (25 years old)  ,25.0,186.0,75.0,2500.0,0.0,45500.0,11.0,12.0,12.0,8.0,1.0,1.0,2.0,3.0,1.0,9.0,6.0,8.0,11.0,11.0,2.0,13.0,3.0,9.0,1.0,1.0,14.0,4.0,10.0,6.0,10.0,2.0,4.0,10.0,12.0,13.0,10.0,10.0,9.0,10.0,6.0,2.0,9.0,9.0,8.0,10.0,8.0,10.0,9.0,3.0,11.0,13.0,0,0,1,0,0,0,64.8,1497.63,1156.0,0,0,1,0,Maksim Kiselev
,,,,,Evgeny Ovsienko,Other,RUS, D (C)                               , 18/1/1988 (32 years old)  ,32.0,188.0,85.0,11500.0,0.0,45500.0,10.0,14.0,2.0,6.0,8.0,10.0,5.0,10.0,8.0,10.0,11.0,5.0,1.0,11.0,6.0,9.0,6.0,9.0,5.0,11.0,8.0,3.0,10.0,11.0,10.0,15.0,8.0,4.0,9.0,12.0,3.0,15.0,3.0,4.0,1.0,5.0,10.0,2.0,13.0,9.0,14.0,12.0,3.0,6.0,1.0,4.0,1,0,0,0,0,0,40.8,1497.63,1156.0,0,0,0,1,Evgeniy Ovsiyenko
,,,,,Alexandr Stolyarenko,Other,RUS," D (C), DM                           ", 18/1/1991 (29 years old)  ,29.0,188.0,84.0,4000.0,0.0,45000.0,14.0,13.0,1.0,9.0,3.0,12.0,7.0,10.0,11.0,15.0,11.0,7.0,3.0,8.0,7.0,11.0,7.0,10.0,7.0,10.0,4.0,3.0,10.0,12.0,10.0,12.0,10.0,2.0,10.0,10.0,2.0,12.0,3.0,3.0,3.0,8.0,11.0,1.0,12.0,7.0,13.0,13.0,2.0,8.0,2.0,1.0,1,0,0,0,0,0,40.8,1497.63,1156.0,0,0,0,1,Aleksandr Stolyarenko
,,,,,Maxim Danilin,Other,RUS, M/AM (C)                            , 13/9/2001 (18 years old)  ,18.0,179.0,71.0,2400.0,0.0,44500.0,8.0,6.0,3.0,10.0,8.0,9.0,11.0,7.0,11.0,9.0,10.0,9.0,3.0,7.0,6.0,11.0,15.0,10.0,7.0,5.0,8.0,9.0,7.0,11.0,10.0,4.0,11.0,3.0,11.0,11.0,1.0,6.0,2.0,1.0,2.0,11.0,10.0,1.0,8.0,12.0,8.0,10.0,2.0,10.0,3.0,4.0,0,0,0,1,0,0,54.3,1497.63,1156.0,0,0,1,0,Maksim Danilin
,,,,,Guram Adjoev,Other,RUS," AM (C), ST (C)                      ", 27/2/1995 (25 years old)  ,25.0,185.0,80.0,2000.0,0.0,44500.0,5.0,13.0,1.0,11.0,4.0,12.0,4.0,6.0,7.0,6.0,13.0,10.0,2.0,3.0,11.0,12.0,4.0,8.0,8.0,5.0,2.0,9.0,6.0,5.0,6.0,8.0,9.0,2.0,8.0,10.0,2.0,14.0,2.0,1.0,1.0,8.0,10.0,3.0,8.0,9.0,6.0,5.0,4.0,11.0,1.0,2.0,0,0,0,0,1,0,40.8,1497.63,1156.0,0,0,0,1,Guram Adzhoev
,,,,,Vitaly Zhironkin,Other,RUS," AM (LC), ST (C)                     ", 10/3/2000 (20 years old)  ,20.0,170.0,61.0,2400.0,0.0,44500.0,11.0,4.0,2.0,11.0,6.0,9.0,5.0,4.0,4.0,8.0,10.0,6.0,4.0,7.0,9.0,14.0,9.0,10.0,8.0,4.0,12.0,6.0,6.0,12.0,12.0,6.0,7.0,1.0,14.0,13.0,1.0,1.0,3.0,3.0,3.0,12.0,7.0,1.0,11.0,14.0,8.0,2.0,1.0,13.0,3.0,3.0,0,0,0,0,1,0,40.8,1497.63,1156.0,0,0,1,0,Vitaliy Zhironkin
,,,,,Aidar Lisinkov,Other,RUS, D (C)                               , 2/1/1994 (26 years old)   ,26.0,190.0,78.0,4000.0,0.0,44500.0,11.0,14.0,4.0,6.0,2.0,6.0,6.0,12.0,6.0,10.0,9.0,6.0,3.0,12.0,5.0,12.0,5.0,11.0,3.0,12.0,8.0,3.0,10.0,14.0,9.0,11.0,9.0,4.0,10.0,12.0,3.0,12.0,3.0,1.0,2.0,8.0,10.0,1.0,11.0,8.0,11.0,13.0,1.0,6.0,2.0,2.0,1,0,0,0,0,0,40.8,1497.63,1156.0,0,0,0,1,Aidar Lisinkov
,,,,,Alexey Solovjov,Other,RUS, D (RL)                              , 15/3/1996 (24 years old)  ,24.0,185.0,70.0,3800.0,0.0,42500.0,11.0,12.0,3.0,11.0,12.0,8.0,12.0,13.0,11.0,14.0,12.0,6.0,3.0,7.0,11.0,8.0,9.0,8.0,7.0,9.0,8.0,5.0,12.0,13.0,10.0,7.0,9.0,3.0,9.0,11.0,3.0,8.0,2.0,1.0,1.0,8.0,10.0,3.0,10.0,10.0,11.0,13.0,2.0,6.0,3.0,2.0,0,1,0,0,0,0,40.8,1497.63,1156.0,0,0,0,1,Aleksey Solovjov
,,,,,Dmitry Abakumov,Other,RUS, GK                                  , 8/7/1989 (31 years old)   ,31.0,184.0,72.0,1200.0,0.0,42000.0,10.0,10.0,6.0,2.0,2.0,3.0,3.0,2.0,5.0,5.0,12.0,7.0,14.0,11.0,4.0,11.0,3.0,13.0,1.0,2.0,10.0,4.0,12.0,14.0,11.0,1.0,8.0,10.0,10.0,9.0,8.0,8.0,7.0,11.0,6.0,1.0,13.0,9.0,9.0,13.0,6.0,12.0,11.0,3.0,11.0,8.0,0,0,1,0,0,0,54.3,1497.63,1156.0,0,0,1,0,Dmitriy Abakumov
,,,,,Alexandr Sukhov,Ufa,RUS, D/WB (R)                            , 3/1/1986 (34 years old)   ,34.0,174.0,71.0,34500.0,0.0,42000.0,12.0,7.0,2.0,10.0,10.0,11.0,10.0,11.0,10.0,14.0,12.0,8.0,3.0,12.0,10.0,9.0,11.0,14.0,10.0,12.0,5.0,9.0,14.0,15.0,10.0,10.0,10.0,3.0,13.0,13.0,4.0,9.0,2.0,4.0,3.0,10.0,13.0,1.0,14.0,12.0,14.0,13.0,4.0,7.0,4.0,2.0,0,1,0,0,0,0,79.8,1497.63,1389.0,0,0,0,1,Aleksandr Sukhov
,,,,,Evgeny Pesikov,Yenisey,RUS," D (L), M/AM (RL)                    ", 6/4/1999 (21 years old)   ,21.0,173.0,65.0,2300.0,0.0,41000.0,14.0,7.0,3.0,5.0,6.0,6.0,8.0,6.0,9.0,13.0,9.0,4.0,3.0,6.0,7.0,7.0,6.0,9.0,9.0,8.0,7.0,9.0,5.0,14.0,8.0,6.0,6.0,2.0,12.0,12.0,1.0,7.0,3.0,3.0,2.0,6.0,14.0,1.0,16.0,15.0,14.0,13.0,3.0,4.0,1.0,3.0,0,1,0,0,0,0,64.8,1497.63,1319.0,0,0,1,0,Evgeniy Pesikov
,,,,,Ilja Stefanovich,Irtysh Omsk,RUS, ST (C)                              , 23/6/1996 (24 years old)  ,24.0,185.0,74.0,1900.0,0.0,41000.0,7.0,11.0,2.0,7.0,5.0,6.0,7.0,2.0,11.0,8.0,9.0,4.0,3.0,9.0,2.0,8.0,10.0,15.0,7.0,7.0,8.0,6.0,7.0,8.0,13.0,11.0,11.0,3.0,10.0,12.0,3.0,9.0,1.0,3.0,1.0,9.0,9.0,1.0,9.0,14.0,10.0,7.0,3.0,10.0,3.0,3.0,0,0,0,0,1,0,64.8,1497.63,1156.0,0,0,0,1,Ilya Stefanovich
,,,,,Sultan Djamilov,Baltika,RUS, AM (RLC)                            , 18/7/1995 (25 years old)  ,25.0,175.0,69.0,2300.0,0.0,41000.0,8.0,7.0,2.0,7.0,1.0,8.0,7.0,8.0,12.0,7.0,6.0,6.0,1.0,6.0,2.0,11.0,12.0,8.0,5.0,6.0,8.0,4.0,7.0,12.0,13.0,6.0,12.0,3.0,13.0,13.0,1.0,4.0,1.0,3.0,1.0,11.0,7.0,1.0,11.0,13.0,12.0,3.0,2.0,5.0,1.0,1.0,0,0,0,1,0,0,64.8,1497.63,1156.0,0,0,0,1,Sultan Djamilov
,,,,,Alexandr Khokhlachev,Chaika Peschanokopskoe,RUS," AM (R), ST (C)                      ", 8/5/1997 (23 years old)   ,23.0,182.0,74.0,2100.0,0.0,40500.0,8.0,8.0,3.0,4.0,6.0,7.0,12.0,2.0,9.0,7.0,10.0,6.0,1.0,6.0,3.0,9.0,9.0,9.0,11.0,5.0,13.0,7.0,4.0,4.0,8.0,8.0,9.0,2.0,13.0,13.0,1.0,4.0,2.0,2.0,2.0,13.0,6.0,2.0,7.0,13.0,8.0,8.0,3.0,11.0,1.0,1.0,0,0,0,0,0,1,64.8,1497.63,1156.0,0,0,0,1,Aleksandr Khokhlachev
