name,club,nat,position,dob,age,height,weight,wage,last trans. fee,value,agg,jum,pun,vis,l th,lon,otb,tck,tec,tea,cmp,fre,ref,pos,pen,pas,fla,ant,cro,mar,ldr,cor,cnt,det,dec,hea,fir,com,acc,pac,aer,str,thr,han,ecc,dri,bal,kic,sta,agi,wor,bra,cmd,fin,1v1,tro,centerback,fullback,goalkeeper,midfielder,striker,winger,division_rating,nat_rating,club_rating,either_left,either_right,left,right,current_age,kor_names
Ko Myung-Suk,Sangju,KOR, D (C)                          ,1995-09-27,24.0,188.0,78.0,5500.0,0.0,145000.0,13.0,14.0,1.0,10.0,6.0,7.0,9.0,11.0,10.0,12.0,11.0,7.0,3.0,11.0,9.0,10.0,5.0,13.0,6.0,12.0,11.0,7.0,12.0,13.0,10.0,16.0,9.0,2.0,12.0,11.0,2.0,14.0,2.0,3.0,3.0,9.0,12.0,3.0,14.0,11.0,13.0,12.0,1.0,9.0,3.0,1.0,1,0,0,0,0,0,71.6,1540.35,1401.0,0,0,0,1,28,Ko Myung-Suk
Hong Jeong-Un,Daegu,KOR," D (C), DM                      ",1994-11-29,25.0,187.0,76.0,5750.0,0.0,145000.0,12.0,13.0,3.0,13.0,6.0,6.0,12.0,12.0,9.0,12.0,11.0,5.0,3.0,13.0,4.0,10.0,9.0,12.0,7.0,14.0,15.0,5.0,11.0,12.0,8.0,15.0,8.0,2.0,9.0,9.0,2.0,11.0,2.0,1.0,1.0,8.0,11.0,3.0,14.0,12.0,14.0,15.0,1.0,8.0,3.0,2.0,1,0,0,0,0,0,71.6,1540.35,1460.0,0,0,0,1,29,홍 선
Kim Yong-Hwan,Sangju,KOR," D (RL), WB (R)                 ",1993-05-25,27.0,175.0,67.0,5750.0,0.0,140000.0,11.0,10.0,3.0,11.0,11.0,9.0,13.0,11.0,12.0,11.0,7.0,9.0,3.0,10.0,7.0,11.0,9.0,8.0,13.0,12.0,8.0,9.0,9.0,12.0,7.0,9.0,12.0,2.0,14.0,12.0,2.0,11.0,1.0,2.0,2.0,12.0,12.0,4.0,14.0,12.0,13.0,12.0,3.0,11.0,1.0,3.0,0,1,0,0,0,0,71.6,1540.35,1401.0,0,0,0,1,30,김용
Han Chan-Hee,Seoul,KOR," DM, M/AM (C)                   ",1997-03-17,23.0,181.0,75.0,5250.0,0.0,140000.0,9.0,11.0,3.0,12.0,6.0,10.0,11.0,12.0,16.0,11.0,12.0,12.0,4.0,10.0,6.0,12.0,15.0,11.0,10.0,7.0,8.0,11.0,11.0,13.0,12.0,5.0,12.0,3.0,11.0,11.0,1.0,10.0,1.0,2.0,2.0,11.0,11.0,3.0,10.0,12.0,10.0,9.0,2.0,10.0,3.0,1.0,0,0,0,1,0,0,71.6,1540.35,1398.0,0,0,0,1,26,한 첸
Jo Sung-Jin,Suwon,KOR, D (C)                          ,1990-12-14,29.0,187.0,80.0,11000.0,0.0,140000.0,13.0,13.0,1.0,10.0,5.0,4.0,8.0,11.0,9.0,13.0,13.0,3.0,2.0,12.0,8.0,11.0,4.0,13.0,10.0,11.0,10.0,2.0,14.0,13.0,12.0,12.0,10.0,3.0,10.0,10.0,1.0,13.0,2.0,2.0,1.0,9.0,11.0,3.0,12.0,8.0,13.0,13.0,3.0,7.0,3.0,1.0,1,0,0,0,0,0,71.6,1540.35,1407.0,0,0,0,1,32,Jo Sung-Jin
Won Du-Jae,Ulsan,KOR," D (C), DM, M (C)               ",1997-11-18,22.0,187.0,72.0,6750.0,0.0,140000.0,7.0,10.0,1.0,11.0,8.0,6.0,6.0,12.0,13.0,12.0,14.0,6.0,3.0,11.0,7.0,12.0,7.0,11.0,9.0,13.0,6.0,8.0,15.0,9.0,11.0,10.0,12.0,1.0,12.0,12.0,1.0,12.0,4.0,2.0,1.0,11.0,12.0,3.0,12.0,12.0,12.0,9.0,1.0,7.0,1.0,1.0,1,0,0,0,0,0,71.6,1540.35,1633.0,0,0,0,1,26,Du-Jae에서 우승했습니다
Yang Hyung-Mo,Suwon,KOR, GK                             ,1991-07-16,29.0,186.0,82.0,3700.0,0.0,140000.0,12.0,14.0,14.0,8.0,2.0,2.0,2.0,3.0,7.0,11.0,9.0,4.0,15.0,11.0,2.0,9.0,6.0,12.0,3.0,2.0,10.0,2.0,11.0,17.0,9.0,9.0,8.0,14.0,8.0,9.0,9.0,9.0,12.0,10.0,9.0,3.0,9.0,10.0,11.0,15.0,9.0,12.0,13.0,2.0,11.0,9.0,0,0,1,0,0,0,71.6,1540.35,1407.0,0,0,1,0,32,양의 마모
Park Jong-Woo,Busan,KOR," DM, M (C)                      ",1989-03-10,31.0,180.0,74.0,5500.0,0.0,140000.0,9.0,8.0,2.0,11.0,4.0,12.0,13.0,13.0,13.0,12.0,13.0,13.0,1.0,12.0,11.0,14.0,8.0,9.0,12.0,9.0,15.0,10.0,14.0,11.0,14.0,9.0,11.0,2.0,8.0,9.0,2.0,14.0,2.0,1.0,2.0,10.0,13.0,2.0,10.0,8.0,11.0,11.0,2.0,9.0,1.0,2.0,0,0,0,1,0,0,71.6,1540.35,1156.0,0,0,0,1,34,박정우
Bae Sin-Yeong,Other,KOR, M (C)                          ,1992-06-11,28.0,180.0,69.0,8250.0,0.0,140000.0,15.0,10.0,3.0,13.0,4.0,6.0,11.0,6.0,11.0,7.0,6.0,6.0,1.0,8.0,1.0,10.0,5.0,7.0,2.0,8.0,13.0,5.0,6.0,13.0,13.0,5.0,12.0,1.0,12.0,13.0,2.0,5.0,3.0,3.0,3.0,9.0,6.0,1.0,8.0,13.0,12.0,8.0,1.0,8.0,1.0,2.0,0,0,0,1,0,0,56.8,1540.35,1156.0,0,0,0,1,31,Bae sin-yeong
Jeong Woo-Jae,Jeju,KOR," D/WB (RL), M (L)               ",1992-06-28,28.0,179.0,70.0,5750.0,0.0,140000.0,10.0,11.0,3.0,12.0,8.0,11.0,10.0,12.0,11.0,11.0,12.0,8.0,1.0,12.0,9.0,11.0,16.0,9.0,11.0,11.0,10.0,8.0,11.0,11.0,12.0,8.0,11.0,3.0,12.0,11.0,3.0,10.0,3.0,3.0,1.0,12.0,11.0,4.0,11.0,12.0,11.0,12.0,1.0,8.0,3.0,1.0,0,1,0,0,0,0,61.1,1540.35,1445.0,0,0,0,1,31,정우 재
Shin Jin-Ho,Pohang,KOR, M/AM (C)                       ,1988-09-07,31.0,177.0,72.0,8250.0,0.0,135000.0,10.0,7.0,3.0,13.0,7.0,11.0,12.0,10.0,12.0,15.0,10.0,11.0,2.0,12.0,8.0,12.0,12.0,12.0,10.0,10.0,8.0,11.0,11.0,2.0,12.0,8.0,12.0,1.0,10.0,13.0,3.0,11.0,1.0,2.0,2.0,11.0,10.0,3.0,12.0,11.0,13.0,11.0,1.0,11.0,2.0,3.0,0,0,0,1,0,0,71.6,1540.35,1476.0,0,0,0,1,35,신 진호
Lee Tae-Hee,Seongnam,KOR, D/WB (R)                       ,1992-06-16,28.0,181.0,66.0,9250.0,0.0,135000.0,11.0,10.0,3.0,11.0,10.0,4.0,11.0,12.0,10.0,11.0,10.0,7.0,1.0,12.0,5.0,11.0,14.0,11.0,11.0,12.0,10.0,5.0,10.0,12.0,12.0,11.0,11.0,1.0,11.0,13.0,2.0,12.0,3.0,3.0,2.0,10.0,12.0,2.0,13.0,11.0,12.0,8.0,3.0,5.0,2.0,1.0,0,1,0,0,0,0,71.6,1540.35,1323.0,0,0,0,1,31,이 태전
Jang Ho-Ik,Suwon,KOR," D (RC), WB (R)                 ",1993-12-04,26.0,173.0,62.0,9250.0,0.0,135000.0,18.0,9.0,1.0,9.0,17.0,8.0,10.0,12.0,9.0,15.0,10.0,6.0,1.0,13.0,5.0,9.0,5.0,12.0,6.0,12.0,7.0,3.0,12.0,17.0,9.0,12.0,11.0,2.0,13.0,13.0,2.0,16.0,3.0,3.0,3.0,12.0,11.0,2.0,12.0,12.0,18.0,14.0,3.0,8.0,2.0,1.0,1,0,0,0,0,0,71.6,1540.35,1407.0,0,0,0,1,30,장 호이 크
Kim Dae-Won,Gangwon,KOR," AM (L), ST (C)                 ",1997-02-10,23.0,171.0,65.0,4500.0,0.0,130000.0,10.0,6.0,3.0,12.0,5.0,12.0,11.0,5.0,11.0,10.0,8.0,10.0,3.0,12.0,11.0,11.0,14.0,12.0,10.0,7.0,8.0,6.0,11.0,11.0,12.0,6.0,11.0,1.0,14.0,14.0,3.0,10.0,3.0,3.0,2.0,13.0,13.0,1.0,11.0,11.0,10.0,12.0,2.0,11.0,3.0,2.0,0,0,0,0,0,1,71.6,1540.35,1357.0,0,0,0,1,26,김 대통
Jung Hoon-Sung,Busan,KOR," M (C), AM (RC)                 ",1994-02-22,26.0,172.0,70.0,4200.0,0.0,130000.0,12.0,11.0,2.0,11.0,6.0,6.0,12.0,9.0,12.0,6.0,12.0,7.0,1.0,9.0,8.0,9.0,13.0,9.0,10.0,8.0,4.0,9.0,11.0,6.0,9.0,8.0,10.0,2.0,12.0,13.0,3.0,12.0,2.0,3.0,1.0,13.0,12.0,2.0,13.0,13.0,14.0,13.0,3.0,11.0,2.0,2.0,0,0,0,1,0,0,71.6,1540.35,1156.0,0,0,1,0,29,정
Hwang Soon-Min,Daegu,KOR," WB (L), M (LC)                 ",1990-09-14,29.0,179.0,86.0,4600.0,0.0,130000.0,11.0,8.0,4.0,14.0,5.0,13.0,11.0,8.0,11.0,12.0,10.0,12.0,3.0,13.0,9.0,12.0,9.0,10.0,12.0,10.0,10.0,11.0,13.0,15.0,11.0,11.0,13.0,2.0,11.0,9.0,2.0,10.0,2.0,3.0,1.0,11.0,11.0,1.0,12.0,13.0,8.0,10.0,1.0,12.0,1.0,1.0,0,1,0,0,0,0,71.6,1540.35,1460.0,0,0,1,0,33,황 완부-
Choi Bo-Kyung,Jeonbuk,KOR," D (C), DM                      ",1988-04-12,32.0,184.0,79.0,9750.0,0.0,130000.0,11.0,12.0,4.0,12.0,8.0,9.0,10.0,13.0,12.0,11.0,10.0,7.0,1.0,14.0,7.0,11.0,9.0,10.0,11.0,13.0,11.0,8.0,8.0,8.0,10.0,11.0,10.0,3.0,11.0,12.0,2.0,13.0,2.0,2.0,3.0,10.0,12.0,2.0,10.0,11.0,12.0,11.0,2.0,7.0,3.0,3.0,1,0,0,0,0,0,71.6,1540.35,1599.0,0,0,0,1,35,최 쿄
Doo Hyeon-Seok,Gwangju,KOR, AM (RL)                        ,1995-12-21,24.0,169.0,65.0,3500.0,0.0,130000.0,13.0,8.0,3.0,11.0,5.0,11.0,14.0,8.0,12.0,12.0,8.0,6.0,1.0,9.0,7.0,10.0,7.0,10.0,10.0,6.0,13.0,7.0,10.0,11.0,8.0,6.0,10.0,3.0,12.0,12.0,3.0,10.0,3.0,3.0,3.0,13.0,10.0,3.0,13.0,12.0,15.0,13.0,3.0,9.0,1.0,1.0,0,0,0,0,0,1,71.6,1540.35,1156.0,0,0,0,1,27,Doo Seeon-Seok
Koh Myong-Jin,Ulsan,KOR, M (C)                          ,1988-01-09,32.0,180.0,67.0,11250.0,0.0,130000.0,11.0,12.0,2.0,11.0,6.0,11.0,12.0,9.0,14.0,13.0,11.0,9.0,1.0,12.0,8.0,14.0,10.0,13.0,10.0,10.0,14.0,12.0,13.0,11.0,12.0,8.0,12.0,4.0,13.0,13.0,4.0,10.0,2.0,2.0,3.0,13.0,11.0,3.0,13.0,13.0,13.0,11.0,2.0,9.0,1.0,2.0,0,0,0,1,0,0,71.6,1540.35,1633.0,0,0,1,0,35,Koh Myong-Jin
Lee Chang-Yong,Seongnam,KOR, D (C)                          ,1990-08-27,29.0,180.0,76.0,4700.0,0.0,125000.0,12.0,12.0,1.0,12.0,8.0,7.0,9.0,11.0,11.0,12.0,13.0,9.0,1.0,12.0,5.0,9.0,12.0,10.0,5.0,13.0,12.0,5.0,12.0,11.0,11.0,12.0,11.0,1.0,11.0,11.0,1.0,11.0,3.0,1.0,2.0,10.0,11.0,2.0,10.0,12.0,12.0,11.0,1.0,8.0,2.0,2.0,1,0,0,0,0,0,71.6,1540.35,1323.0,0,0,0,1,33,Lee Chang-Yong
Lee Chan-Dong,Jeju,KOR," DM, M (C)                      ",1993-01-10,27.0,183.0,80.0,5250.0,0.0,125000.0,12.0,12.0,2.0,10.0,5.0,8.0,8.0,12.0,8.0,12.0,11.0,9.0,2.0,12.0,6.0,11.0,7.0,12.0,10.0,13.0,10.0,10.0,12.0,17.0,13.0,12.0,11.0,1.0,10.0,11.0,3.0,11.0,3.0,2.0,3.0,9.0,10.0,3.0,12.0,11.0,13.0,10.0,1.0,6.0,2.0,3.0,0,0,0,1,0,0,61.1,1540.35,1445.0,0,0,0,1,30,이 찬동
Heo Yong-Joon,Sangju,KOR," M (L), AM (RLC)                ",1993-01-08,27.0,184.0,75.0,4600.0,0.0,125000.0,12.0,12.0,2.0,9.0,6.0,13.0,12.0,8.0,13.0,8.0,9.0,5.0,2.0,7.0,10.0,11.0,15.0,12.0,8.0,6.0,8.0,6.0,10.0,11.0,12.0,13.0,12.0,2.0,10.0,11.0,2.0,14.0,1.0,1.0,3.0,14.0,13.0,2.0,13.0,13.0,7.0,12.0,1.0,13.0,1.0,2.0,0,0,0,0,0,1,71.6,1540.35,1401.0,0,0,0,1,30,Heo Yong Joon
Lee Dong-Jun,Ulsan,KOR, ST (C)                         ,1997-02-01,23.0,173.0,64.0,4900.0,0.0,125000.0,10.0,6.0,3.0,11.0,6.0,8.0,14.0,8.0,12.0,12.0,9.0,7.0,1.0,7.0,13.0,11.0,13.0,13.0,7.0,8.0,9.0,4.0,13.0,9.0,12.0,6.0,10.0,2.0,16.0,14.0,3.0,12.0,3.0,4.0,1.0,13.0,8.0,3.0,10.0,14.0,12.0,13.0,2.0,8.0,1.0,3.0,0,0,0,0,1,0,71.6,1540.35,1633.0,0,0,0,1,26,이 동후
Cho Young-Wook,Seoul,KOR," AM (RC), ST (C)                ",1999-02-05,21.0,181.0,73.0,4400.0,0.0,125000.0,11.0,8.0,3.0,10.0,7.0,10.0,12.0,5.0,11.0,11.0,10.0,10.0,3.0,8.0,8.0,11.0,11.0,9.0,11.0,8.0,2.0,7.0,6.0,13.0,11.0,14.0,12.0,2.0,10.0,11.0,3.0,10.0,3.0,3.0,1.0,12.0,10.0,3.0,12.0,11.0,12.0,12.0,3.0,11.0,2.0,3.0,0,0,0,0,1,0,71.6,1540.35,1398.0,0,0,0,1,24,Cho Young Wook
Oh Seung-Hoon,Jeju,KOR, GK                             ,1988-06-30,32.0,192.0,75.0,7250.0,0.0,125000.0,9.0,15.0,11.0,12.0,7.0,7.0,8.0,8.0,13.0,12.0,7.0,5.0,12.0,11.0,7.0,10.0,7.0,10.0,4.0,8.0,8.0,4.0,12.0,8.0,11.0,8.0,11.0,12.0,11.0,11.0,12.0,12.0,12.0,9.0,6.0,4.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,4.0,12.0,9.0,0,0,1,0,0,0,61.1,1540.35,1445.0,0,0,0,1,35,오 승열
Lee Bum-Young,Jeonbuk,KOR, GK                             ,1989-04-02,31.0,197.0,93.0,6750.0,0.0,125000.0,13.0,13.0,16.0,8.0,3.0,2.0,1.0,1.0,7.0,5.0,8.0,6.0,13.0,7.0,3.0,13.0,3.0,10.0,2.0,2.0,15.0,4.0,15.0,4.0,9.0,2.0,8.0,12.0,13.0,5.0,13.0,9.0,12.0,14.0,13.0,2.0,12.0,10.0,9.0,13.0,10.0,10.0,11.0,2.0,13.0,9.0,0,0,1,0,0,0,71.6,1540.35,1599.0,0,0,0,1,34,이 부랑자
Kim Min-Hyeok,Seongnam,KOR, M/AM (C)                       ,1992-08-16,27.0,183.0,71.0,3000.0,0.0,125000.0,10.0,10.0,1.0,9.0,8.0,10.0,11.0,8.0,13.0,11.0,10.0,10.0,2.0,6.0,10.0,14.0,6.0,10.0,10.0,8.0,6.0,8.0,11.0,9.0,9.0,12.0,12.0,2.0,13.0,13.0,1.0,8.0,2.0,3.0,2.0,13.0,8.0,3.0,11.0,12.0,12.0,8.0,1.0,10.0,3.0,1.0,0,0,0,1,0,0,71.6,1540.35,1323.0,0,0,0,1,31,김민 하이오크
Chung Woon,Jeju,KOR, D (RL)                         ,1989-06-30,31.0,180.0,76.0,7250.0,0.0,125000.0,8.0,10.0,3.0,9.0,11.0,7.0,12.0,13.0,9.0,13.0,11.0,12.0,3.0,11.0,4.0,9.0,4.0,10.0,13.0,11.0,9.0,11.0,10.0,9.0,12.0,10.0,11.0,1.0,12.0,12.0,2.0,12.0,1.0,3.0,1.0,10.0,12.0,1.0,13.0,13.0,13.0,14.0,2.0,4.0,2.0,3.0,0,1,0,0,0,0,61.1,1540.35,1445.0,0,0,1,0,34,정상
Lee Jeong-Bin,Sangju,KOR, M/AM (C)                       ,1995-01-11,25.0,173.0,63.0,5750.0,0.0,125000.0,12.0,8.0,1.0,12.0,4.0,12.0,11.0,8.0,12.0,10.0,8.0,13.0,2.0,9.0,8.0,14.0,13.0,12.0,11.0,9.0,9.0,13.0,12.0,4.0,10.0,6.0,9.0,2.0,12.0,12.0,1.0,10.0,1.0,1.0,1.0,12.0,12.0,1.0,11.0,14.0,13.0,13.0,3.0,11.0,3.0,3.0,0,0,0,1,0,0,71.6,1540.35,1401.0,0,0,0,1,28,이 정통
Yoon Jong-Gyu,Seoul,KOR," D (RL), WB (R)                 ",1998-03-20,22.0,173.0,64.0,4600.0,0.0,120000.0,15.0,6.0,3.0,9.0,4.0,6.0,11.0,16.0,11.0,11.0,10.0,3.0,1.0,12.0,4.0,11.0,6.0,15.0,9.0,12.0,11.0,5.0,8.0,14.0,10.0,10.0,11.0,1.0,13.0,12.0,3.0,9.0,3.0,1.0,2.0,12.0,8.0,2.0,9.0,12.0,13.0,10.0,2.0,5.0,3.0,2.0,0,1,0,0,0,0,71.6,1540.35,1398.0,0,0,0,1,25,윤종 기
Myung Jun-Jae,Sangju,KOR," D (R), AM (RL)                 ",1994-07-02,26.0,178.0,68.0,7250.0,0.0,120000.0,13.0,8.0,1.0,13.0,7.0,3.0,12.0,10.0,12.0,9.0,9.0,8.0,1.0,10.0,2.0,11.0,13.0,9.0,11.0,10.0,2.0,7.0,10.0,11.0,10.0,3.0,11.0,1.0,12.0,12.0,2.0,13.0,2.0,3.0,1.0,13.0,9.0,1.0,14.0,11.0,11.0,9.0,2.0,9.0,4.0,1.0,0,1,0,0,0,0,71.6,1540.35,1401.0,0,0,0,1,29,Myung Jun-Jae
Jung Dong-Yun,Incheon,KOR, D/WB (RL)                      ,1994-04-03,26.0,175.0,70.0,4000.0,0.0,120000.0,12.0,9.0,1.0,7.0,7.0,11.0,11.0,8.0,9.0,12.0,8.0,2.0,1.0,12.0,7.0,10.0,12.0,7.0,10.0,11.0,12.0,6.0,11.0,6.0,15.0,8.0,11.0,4.0,12.0,12.0,3.0,11.0,3.0,3.0,1.0,11.0,11.0,1.0,11.0,11.0,12.0,12.0,3.0,10.0,2.0,3.0,0,1,0,0,0,0,71.6,1540.35,1382.0,0,0,0,1,29,정동 이운
Kim Yeong-Bin,Gangwon,KOR, D (LC)                         ,1991-09-20,28.0,181.0,74.0,4300.0,0.0,120000.0,10.0,12.0,2.0,10.0,4.0,7.0,7.0,12.0,8.0,13.0,11.0,6.0,1.0,13.0,6.0,10.0,6.0,12.0,5.0,12.0,10.0,5.0,10.0,8.0,10.0,13.0,8.0,3.0,9.0,12.0,1.0,13.0,1.0,2.0,1.0,6.0,12.0,1.0,11.0,11.0,12.0,12.0,2.0,10.0,3.0,3.0,1,0,0,0,0,0,71.6,1540.35,1357.0,0,0,1,0,32,김광 빈
Yoo Ju-Ahn,Suwon,KOR, ST (C)                         ,1998-10-01,21.0,177.0,70.0,2200.0,0.0,120000.0,19.0,7.0,2.0,12.0,4.0,11.0,12.0,9.0,12.0,14.0,11.0,6.0,1.0,8.0,9.0,11.0,14.0,12.0,11.0,7.0,1.0,3.0,10.0,9.0,9.0,9.0,12.0,2.0,14.0,12.0,2.0,11.0,2.0,4.0,3.0,10.0,14.0,3.0,11.0,13.0,13.0,13.0,3.0,11.0,3.0,2.0,0,0,0,0,1,0,71.6,1540.35,1407.0,0,0,0,1,25,유 주-아
Rim Chang-Woo,Gangwon,KOR, D (RC)                         ,1992-02-13,28.0,183.0,72.0,4500.0,0.0,120000.0,9.0,11.0,1.0,10.0,9.0,9.0,12.0,14.0,12.0,11.0,10.0,10.0,1.0,12.0,9.0,11.0,9.0,11.0,10.0,12.0,11.0,9.0,12.0,5.0,12.0,11.0,9.0,4.0,13.0,11.0,3.0,11.0,2.0,3.0,2.0,11.0,10.0,3.0,12.0,11.0,11.0,10.0,1.0,11.0,2.0,1.0,1,0,0,0,0,0,71.6,1540.35,1357.0,0,0,0,1,31,림 창우
Lee Dong-Su,Sangju,KOR," D/WB (L), DM, M (C)            ",1994-06-03,26.0,185.0,72.0,4900.0,0.0,120000.0,13.0,11.0,2.0,10.0,7.0,11.0,11.0,11.0,10.0,10.0,12.0,7.0,2.0,11.0,6.0,11.0,12.0,11.0,10.0,10.0,10.0,5.0,11.0,14.0,12.0,11.0,11.0,3.0,10.0,10.0,3.0,13.0,2.0,1.0,1.0,10.0,10.0,1.0,12.0,11.0,11.0,12.0,1.0,11.0,2.0,3.0,0,1,0,0,0,0,71.6,1540.35,1401.0,0,0,0,1,29,이과수
Jeong Hyun-Cheol,Sangju,KOR," DM, M (C)                      ",1993-04-26,27.0,187.0,72.0,4400.0,0.0,120000.0,10.0,12.0,3.0,11.0,5.0,9.0,10.0,10.0,11.0,10.0,10.0,9.0,2.0,12.0,6.0,12.0,11.0,11.0,7.0,10.0,10.0,6.0,12.0,13.0,12.0,13.0,11.0,1.0,10.0,12.0,1.0,12.0,3.0,1.0,2.0,9.0,12.0,2.0,12.0,12.0,10.0,10.0,3.0,11.0,3.0,3.0,0,0,0,1,0,0,71.6,1540.35,1401.0,0,0,0,1,30,정심-치올
Hwang Mun-Ki,Gangwon,KOR, M/AM (C)                       ,1996-12-08,23.0,176.0,70.0,3200.0,0.0,120000.0,5.0,6.0,3.0,13.0,7.0,13.0,13.0,6.0,15.0,11.0,8.0,14.0,3.0,8.0,12.0,13.0,14.0,9.0,12.0,6.0,7.0,13.0,8.0,12.0,8.0,7.0,14.0,3.0,11.0,11.0,1.0,11.0,1.0,2.0,1.0,13.0,12.0,3.0,11.0,13.0,8.0,6.0,1.0,10.0,1.0,1.0,0,0,0,1,0,0,71.6,1540.35,1357.0,0,0,0,1,26,황 문키
Oh Hyeon-Gyu,Sangju,KOR, ST (C)                         ,2001-04-12,19.0,185.0,80.0,2100.0,0.0,120000.0,17.0,13.0,1.0,1.0,5.0,9.0,13.0,7.0,12.0,11.0,10.0,6.0,1.0,9.0,9.0,8.0,9.0,11.0,9.0,7.0,3.0,7.0,11.0,4.0,12.0,12.0,11.0,2.0,9.0,10.0,2.0,14.0,3.0,2.0,3.0,12.0,10.0,3.0,12.0,9.0,11.0,14.0,1.0,13.0,1.0,1.0,0,0,0,0,1,0,71.6,1540.35,1401.0,0,0,0,1,22,오동기구
Go Yo-Han,Seoul,KOR," WB (R), M (RC), AM (R)         ",1988-03-10,32.0,170.0,65.0,8250.0,0.0,120000.0,13.0,5.0,1.0,10.0,9.0,11.0,11.0,11.0,12.0,13.0,11.0,6.0,2.0,12.0,10.0,12.0,8.0,12.0,10.0,11.0,11.0,8.0,12.0,14.0,11.0,9.0,11.0,3.0,12.0,12.0,2.0,11.0,2.0,3.0,3.0,12.0,11.0,2.0,13.0,12.0,13.0,12.0,2.0,9.0,1.0,1.0,0,1,0,0,0,0,71.6,1540.35,1398.0,0,0,0,1,35,요 한이 가라
Park Dae-Won,Suwon,KOR, D/WB (L)                       ,1998-02-25,22.0,178.0,78.0,1900.0,0.0,115000.0,13.0,8.0,3.0,10.0,9.0,7.0,9.0,10.0,9.0,10.0,11.0,4.0,2.0,10.0,5.0,11.0,8.0,7.0,11.0,10.0,14.0,7.0,10.0,14.0,15.0,10.0,11.0,3.0,14.0,12.0,1.0,12.0,3.0,1.0,1.0,9.0,11.0,1.0,11.0,12.0,11.0,11.0,3.0,5.0,1.0,3.0,0,1,0,0,0,0,71.6,1540.35,1407.0,0,0,1,0,25,파크 대통
Lee Sung-Yoon,Jeonbuk,KOR, ST (C)                         ,2000-10-13,19.0,184.0,76.0,4700.0,0.0,115000.0,10.0,10.0,1.0,3.0,3.0,7.0,12.0,4.0,13.0,7.0,6.0,7.0,2.0,6.0,7.0,4.0,13.0,10.0,4.0,6.0,12.0,7.0,7.0,14.0,13.0,13.0,10.0,3.0,13.0,13.0,3.0,8.0,2.0,1.0,2.0,13.0,8.0,3.0,9.0,11.0,8.0,7.0,2.0,13.0,1.0,3.0,0,0,0,0,1,0,71.6,1540.35,1599.0,0,1,0,0,23,Lee Sung-Yoon
Jang Yun-Ho,Jeonbuk,KOR, M/AM (C)                       ,1996-08-25,23.0,178.0,68.0,4700.0,0.0,115000.0,12.0,4.0,1.0,11.0,1.0,8.0,12.0,8.0,9.0,10.0,9.0,5.0,1.0,11.0,4.0,12.0,8.0,10.0,7.0,9.0,4.0,7.0,10.0,7.0,9.0,7.0,14.0,3.0,14.0,13.0,1.0,10.0,1.0,1.0,2.0,11.0,8.0,2.0,9.0,13.0,12.0,8.0,3.0,8.0,2.0,2.0,0,0,0,1,0,0,71.6,1540.35,1599.0,0,0,0,1,27,장호
Kang Hyun-Muk,Suwon,KOR, AM (C)                         ,2001-03-28,19.0,173.0,67.0,1800.0,0.0,115000.0,13.0,3.0,3.0,14.0,1.0,11.0,12.0,7.0,10.0,9.0,14.0,8.0,3.0,9.0,9.0,11.0,7.0,6.0,6.0,8.0,13.0,8.0,4.0,5.0,11.0,7.0,13.0,2.0,14.0,14.0,3.0,6.0,1.0,3.0,3.0,10.0,9.0,2.0,9.0,14.0,12.0,9.0,1.0,10.0,3.0,3.0,0,0,0,1,0,0,71.6,1540.35,1407.0,0,0,0,1,22,강 큐크
Kim Dong-Su,Other,KOR, D (C)                          ,1995-02-21,25.0,188.0,82.0,6750.0,0.0,115000.0,12.0,13.0,2.0,2.0,3.0,4.0,4.0,12.0,6.0,6.0,7.0,5.0,2.0,9.0,4.0,7.0,5.0,11.0,1.0,10.0,14.0,3.0,9.0,11.0,13.0,11.0,7.0,2.0,13.0,13.0,1.0,6.0,1.0,3.0,3.0,1.0,7.0,1.0,13.0,13.0,8.0,9.0,2.0,3.0,3.0,2.0,1,0,0,0,0,0,40.8,1540.35,1156.0,0,0,0,1,28,김동수
Lee Soo-Bin,Pohang,KOR," DM, M (C)                      ",2000-05-07,20.0,180.0,70.0,4400.0,0.0,115000.0,10.0,10.0,2.0,15.0,8.0,10.0,10.0,10.0,11.0,12.0,11.0,10.0,3.0,10.0,7.0,13.0,10.0,11.0,10.0,11.0,9.0,9.0,11.0,11.0,11.0,9.0,13.0,3.0,10.0,12.0,3.0,10.0,1.0,3.0,3.0,9.0,11.0,1.0,10.0,10.0,10.0,11.0,2.0,9.0,3.0,3.0,0,0,0,1,0,0,71.6,1540.35,1476.0,0,0,0,1,23,이수 빈
Lee Chang-Geun,Sangju,KOR, GK                             ,1993-08-30,26.0,186.0,75.0,6750.0,0.0,115000.0,7.0,15.0,10.0,9.0,3.0,3.0,3.0,1.0,6.0,10.0,10.0,6.0,14.0,13.0,1.0,9.0,1.0,10.0,2.0,3.0,13.0,5.0,10.0,12.0,12.0,2.0,1.0,11.0,12.0,13.0,10.0,8.0,9.0,11.0,13.0,2.0,10.0,9.0,5.0,9.0,9.0,16.0,11.0,3.0,13.0,7.0,0,0,1,0,0,0,71.6,1540.35,1401.0,0,0,0,1,30,Lee Chang-Geun
